None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,22.242640687119284,21.242640687119284,20.242640687119284,19.242640687119284,18.242640687119284,17.242640687119284,16.242640687119284,15.242640687119284,14.242640687119284,13.242640687119284,12.242640687119284,11.949747468305832,10.949747468305832,9.949747468305834,8.949747468305834,7.949747468305834,6.949747468305834,5.535533905932738,3.5355339059327378,2.914213562373095,3.5355339059327378,5.535533905932738,8.035533905932738,11.035533905932738,14.035533905932738,None
None,24.071067811865476,None,None,None,None,None,16.65685424949238,16.363961030678926,15.363961030678926,14.121320343559642,12.121320343559642,10.121320343559642,9.121320343559642,8.121320343559642,7.121320343559643,6.121320343559643,5.121320343559643,4.121320343559643,2.914213562373095,1.4142135623730951,None,None,None,None,None,None
None,27.071067811865476,None,None,None,None,18.035533905932738,16.535533905932738,14.535533905932738,13.535533905932738,12.535533905932738,11.5,9.5,8.0,7.0,6.0,5.0,4.0,3.0,2.0,1.0,0,None,None,None,None,None
None,30.071067811865476,None,None,None,19.914213562373096,17.914213562373096,15.914213562373096,13.914213562373096,12.414213562373096,11.414213562373096,10.414213562373096,9.414213562373096,8.414213562373096,None,6.414213562373095,6.121320343559643,5.121320343559643,4.121320343559643,3.121320343559643,2.121320343559643,1.5,2.121320343559643,None,None,None,None
None,32.571067811865476,None,None,23.449747468305834,21.449747468305834,19.449747468305834,17.449747468305834,15.949747468305834,14.914213562373096,13.914213562373096,12.914213562373096,11.914213562373096,None,None,None,7.242640687119286,6.949747468305834,5.949747468305834,4.949747468305834,4.121320343559643,3.5,4.121320343559643,4.949747468305834,None,None,None
None,31.884776310850242,None,27.69238815542512,25.69238815542512,23.69238815542512,21.69238815542512,20.949747468305834,19.949747468305834,18.914213562373096,17.914213562373096,16.914213562373096,None,None,None,None,None,8.071067811865476,7.778174593052023,6.949747468305834,6.121320343559643,5.5,6.121320343559643,6.949747468305834,7.778174593052023,None,None
None,31.05634918610405,29.05634918610405,27.05634918610405,25.763455967290597,23.55634918610405,22.55634918610405,21.55634918610405,21.22792206135786,20.22792206135786,19.22792206135786,17.642135623730955,15.142135623730955,None,None,None,9.485281374238571,9.571067811865476,9.778174593052023,8.949747468305834,8.121320343559642,7.5,8.121320343559642,8.949747468305834,9.778174593052023,10.606601717798213,None
None,30.22792206135786,28.22792206135786,26.22792206135786,24.22792206135786,22.22792206135786,20.72792206135786,19.72792206135786,18.72792206135786,17.72792206135786,16.72792206135786,15.727922061357859,14.727922061357859,13.727922061357859,None,10.899494936611667,10.485281374238571,10.899494936611667,11.071067811865476,10.242640687119284,9.621320343559642,9.0,9.621320343559642,10.242640687119284,11.071067811865476,11.899494936611667,None
None,None,None,26.813708498984763,24.813708498984763,22.813708498984763,20.813708498984763,19.313708498984763,18.313708498984763,17.313708498984763,16.313708498984763,15.313708498984763,14.313708498984763,13.313708498984763,12.313708498984763,11.899494936611667,11.485281374238571,11.899494936611667,11.65685424949238,11.742640687119284,11.121320343559642,10.5,11.121320343559642,11.742640687119284,12.363961030678926,None,None
None,None,None,None,None,None,21.435028842544405,20.22792206135786,18.72792206135786,17.72792206135786,16.72792206135786,15.727922061357859,14.727922061357859,13.727922061357859,13.313708498984763,12.899494936611667,12.985281374238571,13.399494936611667,13.15685424949238,13.742640687119284,13.121320343559642,12.5,13.121320343559642,None,None,None,None
None,None,None,None,None,None,None,20.8492424049175,19.8492424049175,18.642135623730955,17.142135623730955,16.142135623730955,15.142135623730955,14.727922061357859,14.813708498984763,14.399494936611667,14.985281374238571,15.399494936611667,15.15685424949238,15.742640687119284,15.121320343559642,None,None,None,None,None,None
None,None,None,None,None,None,None,21.970562748477143,21.263455967290597,19.263455967290597,18.05634918610405,16.55634918610405,16.142135623730955,15.727922061357859,16.813708498984763,16.399494936611667,16.98528137423857,17.399494936611667,17.15685424949238,17.742640687119284,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,18.677669529663692,18.05634918610405,17.142135623730955,16.72792206135786,17.142135623730955,18.399494936611667,18.98528137423857,19.399494936611667,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
